,Date,Last,First,Max,Min,Vol.,% var.
2416,27.05.2015,"2.123,50","2.105,10","2.126,20","2.105,10",,"0,92%"
2417,26.05.2015,"2.104,20","2.125,30","2.125,30","2.099,20",,"-1,03%"
2418,22.05.2015,"2.126,10","2.130,40","2.132,20","2.126,10",,"-0,22%"
2419,21.05.2015,"2.130,80","2.125,60","2.134,30","2.122,90",,"0,24%"
2420,20.05.2015,"2.125,80","2.127,80","2.134,70","2.122,60",,"-0,09%"
2421,19.05.2015,"2.127,80","2.129,40","2.133,00","2.124,50",,"-0,07%"
2422,18.05.2015,"2.129,20","2.121,30","2.131,80","2.120,00",,"0,31%"
2423,15.05.2015,"2.122,70","2.122,10","2.123,90","2.116,80",,"0,08%"
2424,14.05.2015,"2.121,10","2.100,40","2.121,40","2.100,40",,"1,08%"
2425,13.05.2015,"2.098,50","2.099,60","2.110,20","2.096,00",,"-0,03%"
2426,12.05.2015,"2.099,10","2.102,90","2.105,10","2.085,60",,"-0,29%"
2427,11.05.2015,"2.105,30","2.115,60","2.117,70","2.104,60",,"-0,51%"
2428,08.05.2015,"2.116,10","2.092,10","2.117,70","2.092,10",,"1,35%"
2429,07.05.2015,"2.088,00","2.080,00","2.092,90","2.075,00",,"0,37%"
2430,06.05.2015,"2.080,20","2.091,30","2.098,40","2.067,90",,"-0,45%"
2431,05.05.2015,"2.089,50","2.112,60","2.115,20","2.088,50",,"-1,18%"
2432,04.05.2015,"2.114,50","2.110,20","2.120,90","2.110,20",,"0,29%"
2433,01.05.2015,"2.108,30","2.087,40","2.108,40","2.087,40",,"1,09%"
2434,30.04.2015,"2.085,50","2.105,50","2.105,50","2.077,60",,"-1,01%"
2435,29.04.2015,"2.106,80","2.112,50","2.113,70","2.097,40",,"-0,38%"
2436,28.04.2015,"2.114,80","2.108,30","2.116,10","2.094,90",,"0,28%"
2437,27.04.2015,"2.108,90","2.119,30","2.125,90","2.107,00",,"-0,42%"
2438,24.04.2015,"2.117,70","2.112,80","2.120,90","2.112,80",,"0,23%"
2439,23.04.2015,"2.112,90","2.107,20","2.120,50","2.103,20",,"0,23%"
2440,22.04.2015,"2.108,00","2.098,30","2.110,00","2.091,10",,"0,51%"
2441,21.04.2015,"2.097,30","2.102,80","2.109,60","2.094,40",,"-0,15%"
2442,20.04.2015,"2.100,40","2.084,10","2.103,90","2.084,10",,"0,92%"
2443,17.04.2015,"2.081,20","2.102,60","2.102,60","2.072,40",,"-1,13%"
2444,16.04.2015,"2.105,00","2.106,00","2.111,30","2.100,00",,"-0,08%"
2445,15.04.2015,"2.106,60","2.097,80","2.111,90","2.097,80",,"0,52%"
2446,14.04.2015,"2.095,80","2.092,30","2.098,60","2.083,20",,"0,16%"
2447,13.04.2015,"2.092,40","2.102,00","2.107,70","2.092,30",,"-0,46%"
2448,10.04.2015,"2.102,10","2.091,50","2.102,60","2.091,50",,"0,52%"
2449,09.04.2015,"2.091,20","2.081,30","2.093,30","2.074,30",,"0,45%"
2450,08.04.2015,"2.081,90","2.076,90","2.086,70","2.073,30",,"0,27%"
2451,07.04.2015,"2.076,30","2.080,80","2.089,80","2.076,10",,"-0,21%"
2452,06.04.2015,"2.080,60","2.064,90","2.087,00","2.056,50",,"0,66%"
2453,02.04.2015,"2.067,00","2.060,00","2.072,20","2.057,30",,"0,35%"
2454,01.04.2015,"2.059,70","2.067,60","2.067,60","2.048,40",,"-0,40%"
2455,31.03.2015,"2.067,90","2.084,10","2.084,10","2.067,00",,"-0,88%"
2456,30.03.2015,"2.086,20","2.064,10","2.089,00","2.064,10",,"1,22%"
2457,27.03.2015,"2.061,00","2.055,80","2.062,80","2.053,00",,"0,23%"
2458,26.03.2015,"2.056,20","2.059,90","2.067,20","2.045,50",,"-0,24%"
2459,25.03.2015,"2.061,10","2.093,10","2.097,40","2.061,10",,"-1,45%"
2460,24.03.2015,"2.091,50","2.103,90","2.107,60","2.091,50",,"-0,61%"
2461,23.03.2015,"2.104,40","2.108,00","2.114,90","2.104,40",,"-0,18%"
2462,20.03.2015,"2.108,10","2.090,30","2.113,90","2.090,30",,"0,90%"
2463,19.03.2015,"2.089,30","2.098,70","2.098,70","2.085,60",,"-0,49%"
2464,18.03.2015,"2.099,50","2.072,80","2.106,80","2.061,20",,"1,21%"
2465,17.03.2015,"2.074,30","2.080,60","2.080,60","2.065,10",,"-0,33%"
2466,16.03.2015,"2.081,20","2.055,30","2.081,40","2.055,30",,"1,35%"
2467,13.03.2015,"2.053,40","2.064,60","2.064,60","2.041,20",,"-0,61%"
2468,12.03.2015,"2.065,90","2.041,10","2.066,40","2.041,10",,"1,26%"
2469,11.03.2015,"2.040,20","2.044,70","2.050,10","2.039,70",,"-0,20%"
2470,10.03.2015,"2.044,20","2.076,10","2.076,10","2.044,20",,"-1,69%"
2471,09.03.2015,"2.079,40","2.072,20","2.083,50","2.072,20",,"0,39%"
2472,06.03.2015,"2.071,30","2.100,90","2.100,90","2.067,30",,"-1,41%"
2473,05.03.2015,"2.101,00","2.098,50","2.104,20","2.095,20",,"0,12%"
2474,04.03.2015,"2.098,50","2.107,70","2.107,70","2.087,60",,"-0,44%"
2475,03.03.2015,"2.107,80","2.115,80","2.115,80","2.098,30",,"-0,45%"
2476,02.03.2015,"2.117,40","2.105,20","2.117,50","2.104,50",,"0,61%"
2477,27.02.2015,"2.104,50","2.110,90","2.112,70","2.103,80",,"-0,29%"
2478,26.02.2015,"2.110,70","2.113,90","2.113,90","2.103,80",,"-0,15%"
2479,25.02.2015,"2.113,90","2.115,30","2.119,60","2.109,90",,"-0,08%"
2480,24.02.2015,"2.115,50","2.109,10","2.117,90","2.105,90",,"0,27%"
2481,23.02.2015,"2.109,70","2.109,80","2.110,10","2.103,00",,"-0,03%"
2482,20.02.2015,"2.110,30","2.097,70","2.110,60","2.085,40",,"0,62%"
2483,19.02.2015,"2.097,40","2.099,20","2.102,10","2.090,80",,"-0,11%"
2484,18.02.2015,"2.099,70","2.099,20","2.100,20","2.092,20",,"-0,03%"
2485,17.02.2015,"2.100,30","2.096,50","2.101,30","2.089,80",,"0,16%"
2486,13.02.2015,"2.097,00","2.088,80","2.097,00","2.086,70",,"0,41%"
2487,12.02.2015,"2.088,50","2.070,00","2.088,50","2.070,00",,"0,97%"
2488,11.02.2015,"2.068,50","2.068,60","2.073,50","2.058,00",,"0,00%"
2489,10.02.2015,"2.068,60","2.049,40","2.070,90","2.048,60",,"1,07%"
2490,09.02.2015,"2.046,70","2.053,50","2.056,20","2.041,90",,"-0,43%"
2491,06.02.2015,"2.055,50","2.062,30","2.072,40","2.050,00",,"-0,34%"
2492,05.02.2015,"2.062,50","2.043,50","2.063,60","2.043,50",,"1,03%"
2493,04.02.2015,"2.041,50","2.048,90","2.054,70","2.036,70",,"-0,41%"
2494,03.02.2015,"2.050,00","2.022,70","2.050,30","2.022,70",,"1,44%"
2495,02.02.2015,"2.020,80","1.996,70","2.021,70","1.980,90",,"1,29%"
2496,30.01.2015,"1.995,00","2.019,30","2.023,30","1.993,40",,"-1,30%"
2497,29.01.2015,"2.021,20","2.002,50","2.024,60","1.989,20",,"0,95%"
2498,28.01.2015,"2.002,20","2.032,30","2.042,50","2.001,50",,"-1,35%"
2499,27.01.2015,"2.029,50","2.047,90","2.047,90","2.019,90",,"-1,34%"
2500,26.01.2015,"2.057,10","2.050,40","2.057,60","2.041,00",,"0,26%"
2501,23.01.2015,"2.051,80","2.063,00","2.063,00","2.050,50",,"-0,55%"
2502,22.01.2015,"2.063,20","2.034,30","2.064,60","2.026,40",,"1,53%"
2503,21.01.2015,"2.032,10","2.020,20","2.038,30","2.012,00",,"0,47%"
2504,20.01.2015,"2.022,50","2.020,80","2.028,90","2.004,50",,"0,15%"
2505,16.01.2015,"2.019,40","1.992,20","2.020,50","1.988,10",,"1,34%"
2506,15.01.2015,"1.992,70","2.013,80","2.021,30","1.991,50",,"-0,92%"
2507,14.01.2015,"2.011,30","2.018,40","2.018,40","1.988,40",,"-0,58%"
2508,13.01.2015,"2.023,00","2.031,60","2.056,90","2.008,20",,"-0,26%"
2509,12.01.2015,"2.028,30","2.046,10","2.049,30","2.022,60",,"-0,81%"
2510,09.01.2015,"2.044,80","2.063,40","2.064,40","2.038,30",,"-0,84%"
2511,08.01.2015,"2.062,10","2.030,60","2.064,10","2.030,60",,"1,79%"
2512,07.01.2015,"2.025,90","2.005,50","2.029,60","2.005,50",,"1,16%"
2513,06.01.2015,"2.002,60","2.022,20","2.030,20","1.992,40",,"-0,89%"
2514,05.01.2015,"2.020,60","2.054,40","2.054,40","2.017,30",,"-1,83%"
2515,02.01.2015,"2.058,20","2.058,90","2.072,40","2.046,00",,"-0,03%"
2516,31.12.2014,"2.058,90","2.082,10","2.085,60","2.057,90",,"-1,03%"
2517,30.12.2014,"2.080,30","2.088,50","2.088,50","2.079,50",,"-0,49%"
2518,29.12.2014,"2.090,60","2.087,60","2.093,60","2.085,80",,"0,09%"
2519,26.12.2014,"2.088,80","2.084,30","2.092,70","2.084,30",,"0,33%"
2520,24.12.2014,"2.081,90","2.083,20","2.087,60","2.081,90",,"-0,01%"
2521,23.12.2014,"2.082,20","2.081,50","2.086,70","2.079,80",,"0,18%"
2522,22.12.2014,"2.078,50","2.069,30","2.078,80","2.069,30",,"0,38%"
2523,19.12.2014,"2.070,70","2.061,00","2.077,80","2.061,00",,"0,46%"
2524,18.12.2014,"2.061,20","2.019,00","2.061,20","2.019,00",,"2,40%"
2525,17.12.2014,"2.012,90","1.973,80","2.016,80","1.973,80",,"2,04%"
2526,16.12.2014,"1.972,70","1.986,70","2.016,90","1.972,60",,"-0,85%"
2527,15.12.2014,"1.989,60","2.005,00","2.018,70","1.982,30",,"-0,63%"
2528,12.12.2014,"2.002,30","2.030,40","2.032,20","2.002,30",,"-1,62%"
2529,11.12.2014,"2.035,30","2.027,90","2.055,50","2.027,90",,"0,45%"
2530,10.12.2014,"2.026,10","2.058,90","2.058,90","2.024,30",,"-1,64%"
2531,09.12.2014,"2.059,80","2.056,60","2.060,60","2.034,20",,"-0,02%"
2532,08.12.2014,"2.060,30","2.074,80","2.075,80","2.054,30",,"-0,73%"
2533,05.12.2014,"2.075,40","2.072,80","2.079,50","2.070,80",,"0,17%"
2534,04.12.2014,"2.071,90","2.073,60","2.077,30","2.062,30",,"-0,12%"
2535,03.12.2014,"2.074,30","2.067,40","2.076,30","2.066,70",,"0,37%"
2536,02.12.2014,"2.066,60","2.053,80","2.068,80","2.053,80",,"0,64%"
2537,01.12.2014,"2.053,40","2.065,80","2.065,80","2.049,60",,"-0,69%"
2538,28.11.2014,"2.067,60","2.074,80","2.075,80","2.065,10",,"-0,25%"
2539,26.11.2014,"2.072,80","2.067,40","2.073,30","2.066,60",,"0,28%"
2540,25.11.2014,"2.067,00","2.070,20","2.074,20","2.064,80",,"-0,12%"
2541,24.11.2014,"2.069,40","2.065,10","2.070,20","2.065,10",,"0,29%"
2542,21.11.2014,"2.063,50","2.057,50","2.071,50","2.056,80",,"0,52%"
2543,20.11.2014,"2.052,80","2.045,90","2.053,80","2.040,50",,"0,20%"
2544,19.11.2014,"2.048,70","2.051,20","2.052,10","2.040,40",,"-0,15%"
2545,18.11.2014,"2.051,80","2.041,50","2.056,10","2.041,50",,"0,51%"
2546,17.11.2014,"2.041,30","2.038,30","2.043,10","2.034,50",,"0,07%"
2547,14.11.2014,"2.039,80","2.039,70","2.042,20","2.035,20",,"0,02%"
2548,13.11.2014,"2.039,30","2.039,20","2.046,20","2.030,40",,"0,05%"
2549,12.11.2014,"2.038,20","2.037,80","2.040,30","2.032,00",,"-0,07%"
2550,11.11.2014,"2.039,70","2.038,20","2.041,30","2.035,30",,"0,07%"
2551,10.11.2014,"2.038,30","2.032,00","2.038,70","2.030,20",,"0,31%"
2552,07.11.2014,"2.031,90","2.032,40","2.034,30","2.025,10",,"0,03%"
2553,06.11.2014,"2.031,20","2.023,30","2.031,60","2.015,90",,"0,38%"
2554,05.11.2014,"2.023,60","2.015,30","2.023,80","2.014,40",,"0,57%"
2555,04.11.2014,"2.012,10","2.015,80","2.016,00","2.001,00",,"-0,28%"
2556,03.11.2014,"2.017,80","2.018,20","2.024,50","2.013,70",,"-0,01%"
2557,31.10.2014,"2.018,00","2.001,20","2.018,20","2.001,20",,"1,17%"
2558,30.10.2014,"1.994,70","1.979,50","1.999,40","1.974,80",,"0,63%"
2559,29.10.2014,"1.982,30","1.983,30","1.991,40","1.969,00",,"-0,14%"
2560,28.10.2014,"1.985,00","1.964,10","1.985,00","1.964,10",,"1,19%"
2561,27.10.2014,"1.961,60","1.963,00","1.964,60","1.951,40",,"-0,15%"
2562,24.10.2014,"1.964,60","1.951,60","1.965,30","1.946,30",,"0,71%"
2563,23.10.2014,"1.950,80","1.931,00","1.962,00","1.931,00",,"1,23%"
2564,22.10.2014,"1.927,10","1.941,30","1.949,30","1.926,80",,"-0,73%"
2565,21.10.2014,"1.941,30","1.909,40","1.942,50","1.909,40",,"1,96%"
2566,20.10.2014,"1.904,00","1.885,60","1.905,00","1.882,30",,"0,91%"
2567,17.10.2014,"1.886,80","1.864,90","1.898,20","1.864,90",,"1,29%"
2568,16.10.2014,"1.862,80","1.856,00","1.876,00","1.835,00",,"0,02%"
2569,15.10.2014,"1.862,50","1.874,20","1.874,20","1.820,70",,"-0,81%"
2570,14.10.2014,"1.877,70","1.877,10","1.898,70","1.871,80",,"0,16%"
2571,13.10.2014,"1.874,70","1.905,70","1.912,10","1.874,10",,"-1,65%"
2572,10.10.2014,"1.906,10","1.925,60","1.937,00","1.906,00",,"-1,15%"
2573,09.10.2014,"1.928,20","1.967,70","1.967,70","1.927,60",,"-2,07%"
2574,08.10.2014,"1.968,90","1.935,50","1.970,40","1.925,20",,"1,75%"
2575,07.10.2014,"1.935,10","1.962,40","1.962,40","1.934,90",,"-1,51%"
2576,06.10.2014,"1.964,80","1.970,00","1.977,80","1.958,40",,"-0,16%"
2577,03.10.2014,"1.967,90","1.948,10","1.971,20","1.948,10",,"1,11%"
2578,02.10.2014,"1.946,20","1.945,80","1.952,30","1.926,00",,"0,00%"
2579,01.10.2014,"1.946,20","1.971,40","1.971,40","1.941,70",,"-1,32%"
2580,30.09.2014,"1.972,30","1.978,20","1.985,20","1.969,00",,"-0,28%"
2581,29.09.2014,"1.977,80","1.979,00","1.981,30","1.964,00",,"-0,25%"
2582,26.09.2014,"1.982,80","1.966,20","1.986,40","1.966,20",,"0,85%"
2583,25.09.2014,"1.966,00","1.997,30","1.997,30","1.966,00",,"-1,62%"
2584,24.09.2014,"1.998,30","1.983,30","1.999,80","1.978,60",,"0,78%"
2585,23.09.2014,"1.982,80","1.992,80","1.995,40","1.982,80",,"-0,58%"
2586,22.09.2014,"1.994,30","2.009,10","2.009,10","1.991,00",,"-0,80%"
2587,19.09.2014,"2.010,40","2.012,70","2.019,30","2.006,60",,"-0,05%"
2588,18.09.2014,"2.011,40","2.003,10","2.012,30","2.003,10",,"0,49%"
2589,17.09.2014,"2.001,60","1.999,30","2.010,70","1.993,30",,"0,13%"
2590,16.09.2014,"1.999,00","1.981,90","2.002,30","1.979,10",,"0,75%"
2591,15.09.2014,"1.984,10","1.986,00","1.987,20","1.978,50",,"-0,07%"
2592,12.09.2014,"1.985,50","1.996,70","1.996,70","1.980,30",,"-0,60%"
2593,11.09.2014,"1.997,50","1.992,80","1.997,70","1.985,90",,"0,09%"
2594,10.09.2014,"1.995,70","1.988,40","1.996,70","1.983,00",,"0,37%"
2595,09.09.2014,"1.988,40","2.000,70","2.001,00","1.984,60",,"-0,65%"
2596,08.09.2014,"2.001,50","2.007,20","2.007,20","1.995,60",,"-0,31%"
2597,05.09.2014,"2.007,70","1.998,00","2.007,70","1.990,10",,"0,50%"
2598,04.09.2014,"1.997,70","2.001,70","2.011,20","1.992,50",,"-0,15%"
2599,03.09.2014,"2.000,70","2.003,60","2.009,30","1.998,10",,"-0,08%"
2600,02.09.2014,"2.002,30","2.004,10","2.006,10","1.994,80",,"-0,05%"
2601,29.08.2014,"2.003,40","1.998,50","2.003,40","1.994,70",,"0,34%"
2602,28.08.2014,"1.996,70","1.997,40","1.998,50","1.990,50",,"-0,17%"
2603,27.08.2014,"2.000,10","2.000,50","2.002,10","1.996,20",,"0,00%"
2604,26.08.2014,"2.000,00","1.998,60","2.005,00","1.998,60",,"0,11%"
2605,25.08.2014,"1.997,90","1.991,70","2.002,00","1.991,70",,"0,48%"
2606,22.08.2014,"1.988,40","1.992,60","1.993,50","1.984,80",,"-0,20%"
2607,21.08.2014,"1.992,40","1.986,80","1.994,80","1.986,80",,"0,30%"
2608,20.08.2014,"1.986,50","1.980,50","1.988,60","1.977,70",,"0,25%"
2609,19.08.2014,"1.981,60","1.972,70","1.982,60","1.972,70",,"0,50%"
2610,18.08.2014,"1.971,70","1.958,40","1.972,00","1.958,40",,"0,85%"
2611,15.08.2014,"1.955,10","1.958,90","1.964,00","1.941,50",,"-0,01%"
2612,14.08.2014,"1.955,20","1.947,40","1.955,20","1.947,40",,"0,44%"
2613,13.08.2014,"1.946,70","1.935,60","1.948,40","1.935,60",,"0,67%"
2614,12.08.2014,"1.933,80","1.935,70","1.939,70","1.928,30",,"-0,16%"
2615,11.08.2014,"1.936,90","1.933,40","1.944,90","1.933,40",,"0,27%"
2616,08.08.2014,"1.931,60","1.910,30","1.932,40","1.909,00",,"1,15%"
2617,07.08.2014,"1.909,60","1.923,00","1.928,90","1.904,80",,"-0,55%"
2618,06.08.2014,"1.920,20","1.917,30","1.927,90","1.911,50",,"0,00%"
2619,05.08.2014,"1.920,20","1.936,30","1.936,30","1.913,80",,"-0,97%"
2620,04.08.2014,"1.939,00","1.926,60","1.942,90","1.921,20",,"0,72%"
2621,01.08.2014,"1.925,20","1.929,80","1.937,30","1.916,40",,"-0,28%"
2622,31.07.2014,"1.930,70","1.965,10","1.965,10","1.930,70",,"-2,00%"
2623,30.07.2014,"1.970,10","1.973,20","1.978,90","1.962,40",,"0,01%"
2624,29.07.2014,"1.970,00","1.980,00","1.984,80","1.970,00",,"-0,45%"
2625,28.07.2014,"1.978,90","1.978,20","1.981,50","1.967,30",,"0,03%"
2626,25.07.2014,"1.978,30","1.984,60","1.984,60","1.974,40",,"-0,49%"
2627,24.07.2014,"1.988,00","1.988,10","1.991,40","1.985,80",,"0,05%"
2628,23.07.2014,"1.987,00","1.985,30","1.989,20","1.982,40",,"0,18%"
2629,22.07.2014,"1.983,50","1.975,70","1.986,20","1.975,70",,"0,50%"
2630,21.07.2014,"1.973,60","1.976,90","1.976,90","1.965,80",,"-0,23%"
2631,18.07.2014,"1.978,20","1.961,50","1.979,90","1.960,80",,"1,03%"
2632,17.07.2014,"1.958,10","1.979,80","1.981,80","1.955,60",,"-1,19%"
2633,16.07.2014,"1.981,60","1.976,30","1.983,90","1.975,70",,"0,42%"
2634,15.07.2014,"1.973,30","1.977,40","1.982,50","1.965,30",,"-0,19%"
2635,14.07.2014,"1.977,10","1.969,90","1.979,80","1.969,90",,"0,48%"
2636,11.07.2014,"1.967,60","1.965,80","1.968,70","1.959,60",,"0,15%"
2637,10.07.2014,"1.964,70","1.966,70","1.969,80","1.952,90",,"-0,41%"
2638,09.07.2014,"1.972,80","1.965,10","1.974,20","1.965,10",,"0,46%"
2639,08.07.2014,"1.963,70","1.976,40","1.976,40","1.959,50",,"-0,71%"
2640,07.07.2014,"1.977,70","1.984,20","1.984,20","1.974,90",,"-0,39%"
2641,03.07.2014,"1.985,40","1.975,90","1.985,60","1.975,90",,"0,55%"
2642,02.07.2014,"1.974,60","1.973,10","1.976,70","1.972,60",,"0,07%"
2643,01.07.2014,"1.973,30","1.962,30","1.978,60","1.962,30",,"0,67%"
2644,30.06.2014,"1.960,20","1.960,80","1.964,20","1.958,20",,"-0,04%"
2645,27.06.2014,"1.961,00","1.956,60","1.961,50","1.952,20",,"0,19%"
2646,26.06.2014,"1.957,20","1.959,90","1.959,90","1.944,70",,"-0,12%"
2647,25.06.2014,"1.959,50","1.949,30","1.960,80","1.947,50",,"0,49%"
2648,24.06.2014,"1.950,00","1.962,00","1.968,20","1.948,30",,"-0,64%"
2649,23.06.2014,"1.962,60","1.962,90","1.963,70","1.958,90",,"-0,02%"
2650,20.06.2014,"1.962,90","1.960,50","1.963,90","1.959,20",,"0,17%"
2651,19.06.2014,"1.959,50","1.957,50","1.959,90","1.952,30",,"0,13%"
2652,18.06.2014,"1.957,00","1.942,70","1.957,70","1.939,30",,"0,77%"
2653,17.06.2014,"1.942,00","1.937,20","1.943,70","1.933,50",,"0,22%"
2654,16.06.2014,"1.937,80","1.934,80","1.941,20","1.930,90",,"0,08%"
2655,13.06.2014,"1.936,20","1.930,80","1.937,30","1.927,70",,"0,32%"
2656,12.06.2014,"1.930,10","1.943,30","1.943,30","1.925,80",,"-0,71%"
2657,11.06.2014,"1.943,90","1.949,40","1.949,40","1.940,10",,"-0,35%"
2658,10.06.2014,"1.950,80","1.950,30","1.950,90","1.944,60",,"-0,03%"
2659,09.06.2014,"1.951,30","1.949,00","1.955,50","1.947,20",,"0,10%"
2660,06.06.2014,"1.949,40","1.942,40","1.949,40","1.942,40",,"0,46%"
2661,05.06.2014,"1.940,50","1.928,50","1.941,70","1.922,90",,"0,65%"
2662,04.06.2014,"1.927,90","1.923,10","1.928,60","1.918,60",,"0,19%"
2663,03.06.2014,"1.924,20","1.923,10","1.925,10","1.918,80",,"-0,04%"
2664,02.06.2014,"1.925,00","1.923,90","1.925,90","1.916,00",,"0,07%"
2665,30.05.2014,"1.923,60","1.920,30","1.924,00","1.916,60",,"0,19%"
2666,29.05.2014,"1.920,00","1.910,60","1.920,00","1.909,80",,"0,53%"
2667,28.05.2014,"1.909,80","1.911,80","1.914,50","1.907,30",,"-0,11%"
2668,27.05.2014,"1.911,90","1.902,00","1.912,30","1.902,00",,"0,60%"
2669,23.05.2014,"1.900,50","1.893,30","1.901,30","1.893,30",,"0,42%"
2670,22.05.2014,"1.892,50","1.888,20","1.896,30","1.885,40",,"0,24%"
2671,21.05.2014,"1.888,00","1.873,30","1.888,80","1.873,30",,"0,81%"
2672,20.05.2014,"1.872,80","1.884,90","1.884,90","1.868,10",,"-0,65%"
2673,19.05.2014,"1.885,10","1.876,70","1.886,00","1.872,40",,"0,38%"
2674,16.05.2014,"1.877,90","1.871,20","1.878,30","1.864,80",,"0,38%"
2675,15.05.2014,"1.870,80","1.888,20","1.888,20","1.862,40",,"-0,94%"
2676,14.05.2014,"1.888,50","1.897,10","1.897,10","1.885,80",,"-0,47%"
2677,13.05.2014,"1.897,50","1.896,80","1.902,20","1.896,10",,"0,04%"
2678,12.05.2014,"1.896,70","1.880,00","1.897,10","1.880,00",,"0,97%"
2679,09.05.2014,"1.878,50","1.875,30","1.878,60","1.867,00",,"0,15%"
2680,08.05.2014,"1.875,60","1.877,40","1.889,10","1.870,00",,"-0,14%"
2681,07.05.2014,"1.878,20","1.868,50","1.878,80","1.859,80",,"0,56%"
2682,06.05.2014,"1.867,70","1.883,70","1.883,70","1.867,70",,"-0,90%"
2683,05.05.2014,"1.884,70","1.879,50","1.885,50","1.866,80",,"0,19%"
2684,02.05.2014,"1.881,10","1.885,30","1.891,30","1.878,50",,"-0,14%"
2685,01.05.2014,"1.883,70","1.884,40","1.888,60","1.878,00",,"-0,02%"
2686,30.04.2014,"1.884,00","1.877,10","1.885,20","1.872,70",,"0,30%"
2687,29.04.2014,"1.878,30","1.870,80","1.880,60","1.870,80",,"0,48%"
2688,28.04.2014,"1.869,40","1.865,00","1.877,00","1.850,60",,"0,32%"
2689,25.04.2014,"1.863,40","1.877,70","1.877,70","1.859,70",,"-0,81%"
2690,24.04.2014,"1.878,60","1.882,00","1.884,10","1.870,20",,"0,17%"
2691,23.04.2014,"1.875,40","1.879,30","1.879,80","1.873,90",,"-0,22%"
2692,22.04.2014,"1.879,50","1.872,60","1.884,90","1.872,60",,"0,41%"
2693,21.04.2014,"1.871,90","1.865,80","1.871,90","1.863,20",,"0,38%"
2694,17.04.2014,"1.864,80","1.861,70","1.869,60","1.856,70",,"0,13%"
2695,16.04.2014,"1.862,30","1.846,00","1.862,30","1.846,00",,"1,05%"
2696,15.04.2014,"1.843,00","1.831,50","1.844,00","1.816,30",,"0,68%"
2697,14.04.2014,"1.830,60","1.818,20","1.834,20","1.815,80",,"0,82%"
2698,11.04.2014,"1.815,70","1.830,70","1.835,10","1.814,40",,"-0,95%"
2699,10.04.2014,"1.833,10","1.872,30","1.872,50","1.830,90",,"-2,09%"
2700,09.04.2014,"1.872,20","1.852,60","1.872,40","1.852,40",,"1,09%"
2701,08.04.2014,"1.852,00","1.845,50","1.855,00","1.837,50",,"0,38%"
2702,07.04.2014,"1.845,00","1.863,90","1.864,00","1.841,50",,"-1,08%"
2703,04.04.2014,"1.865,10","1.890,20","1.897,30","1.863,30",,"-1,25%"
2704,03.04.2014,"1.888,80","1.891,40","1.893,80","1.882,70",,"-0,11%"
2705,02.04.2014,"1.890,90","1.886,60","1.893,20","1.883,80",,"0,29%"
2706,01.04.2014,"1.885,50","1.874,00","1.885,80","1.874,00",,"0,71%"
2707,31.03.2014,"1.872,30","1.859,20","1.875,20","1.859,20",,"0,79%"
2708,28.03.2014,"1.857,60","1.850,10","1.866,60","1.850,10",,"0,47%"
2709,27.03.2014,"1.849,00","1.852,10","1.855,50","1.842,10",,"-0,19%"
2710,26.03.2014,"1.852,60","1.867,10","1.875,90","1.852,60",,"-0,70%"
2711,25.03.2014,"1.865,60","1.859,50","1.871,90","1.856,00",,"0,44%"
2712,24.03.2014,"1.857,40","1.867,70","1.873,30","1.849,70",,"-0,49%"
2713,21.03.2014,"1.866,50","1.874,50","1.884,00","1.863,50",,"-0,29%"
2714,20.03.2014,"1.872,00","1.860,10","1.873,50","1.854,60",,"0,60%"
2715,19.03.2014,"1.860,80","1.872,20","1.874,10","1.850,30",,"-0,61%"
2716,18.03.2014,"1.872,20","1.858,90","1.873,80","1.858,90",,"0,72%"
2717,17.03.2014,"1.858,80","1.842,80","1.862,30","1.842,80",,"0,96%"
2718,14.03.2014,"1.841,10","1.845,10","1.852,40","1.839,60",,"-0,28%"
2719,13.03.2014,"1.846,30","1.869,10","1.874,40","1.841,90",,"-1,17%"
2720,12.03.2014,"1.868,20","1.866,20","1.868,40","1.854,40",,"0,03%"
2721,11.03.2014,"1.867,60","1.878,30","1.882,30","1.863,90",,"-0,51%"
2722,10.03.2014,"1.877,20","1.877,90","1.877,90","1.867,00",,"-0,04%"
2723,07.03.2014,"1.878,00","1.878,50","1.883,60","1.870,60",,"0,05%"
2724,06.03.2014,"1.877,00","1.874,20","1.881,90","1.874,20",,"0,17%"
2725,05.03.2014,"1.873,80","1.874,00","1.876,50","1.871,10",,"-0,01%"
2726,04.03.2014,"1.873,90","1.849,20","1.876,20","1.849,20",,"1,53%"
2727,03.03.2014,"1.845,70","1.857,70","1.857,70","1.834,40",,"-0,74%"
2728,28.02.2014,"1.859,50","1.855,10","1.867,90","1.847,70",,"0,28%"
2729,27.02.2014,"1.854,30","1.844,90","1.854,50","1.841,10",,"0,49%"
2730,26.02.2014,"1.845,20","1.845,80","1.852,70","1.840,70",,"0,01%"
2731,25.02.2014,"1.845,10","1.847,70","1.852,90","1.840,20",,"-0,14%"
2732,24.02.2014,"1.847,60","1.836,80","1.858,70","1.836,80",,"0,62%"
2733,21.02.2014,"1.836,20","1.841,10","1.846,10","1.835,60",,"-0,20%"
2734,20.02.2014,"1.839,80","1.829,20","1.842,80","1.824,60",,"0,60%"
2735,19.02.2014,"1.828,80","1.838,90","1.847,50","1.827,00",,"-0,65%"
2736,18.02.2014,"1.840,80","1.839,00","1.842,90","1.835,00",,"0,12%"
