,Date,Last,First,Max,Min,Vol.,% var.
3436,05.05.2011,"1.335,10","1.344,20","1.348,00","1.329,20",,"-0,91%"
3437,04.05.2011,"1.347,30","1.355,90","1.355,90","1.341,50",,"-0,69%"
3438,03.05.2011,"1.356,60","1.359,80","1.360,80","1.349,50",,"-0,34%"
3439,02.05.2011,"1.361,20","1.365,20","1.370,60","1.358,60",,"-0,18%"
3440,29.04.2011,"1.363,60","1.360,10","1.364,60","1.358,70",,"0,23%"
3441,28.04.2011,"1.360,50","1.353,90","1.361,70","1.353,60",,"0,35%"
3442,27.04.2011,"1.355,70","1.348,40","1.357,50","1.344,20",,"0,63%"
3443,26.04.2011,"1.347,20","1.336,80","1.349,50","1.336,80",,"0,90%"
3444,25.04.2011,"1.335,20","1.337,10","1.337,50","1.331,50",,"-0,16%"
3445,21.04.2011,"1.337,40","1.333,20","1.337,50","1.332,80",,"0,53%"
3446,20.04.2011,"1.330,40","1.319,10","1.332,70","1.319,10",,"1,36%"
3447,19.04.2011,"1.312,60","1.306,00","1.312,70","1.304,00",,"0,57%"
3448,18.04.2011,"1.305,10","1.313,30","1.313,30","1.294,70",,"-1,11%"
3449,15.04.2011,"1.319,70","1.314,50","1.322,90","1.313,70",,"0,40%"
3450,14.04.2011,"1.314,50","1.311,10","1.316,80","1.302,40",,"0,01%"
3451,13.04.2011,"1.314,40","1.314,00","1.321,30","1.309,20",,"0,02%"
3452,12.04.2011,"1.314,20","1.322,00","1.322,00","1.309,50",,"-0,78%"
3453,11.04.2011,"1.324,50","1.329,00","1.333,80","1.321,10",,"-0,28%"
3454,08.04.2011,"1.328,20","1.336,20","1.339,50","1.322,90",,"-0,40%"
3455,07.04.2011,"1.333,50","1.334,80","1.338,80","1.326,60",,"-0,15%"
3456,06.04.2011,"1.335,50","1.335,90","1.339,40","1.331,10",,"0,22%"
3457,05.04.2011,"1.332,60","1.332,00","1.338,20","1.330,00",,"-0,02%"
3458,04.04.2011,"1.332,90","1.333,60","1.336,70","1.329,10",,"0,04%"
3459,01.04.2011,"1.332,40","1.329,50","1.337,80","1.328,90",,"0,50%"
3460,31.03.2011,"1.325,80","1.327,40","1.329,80","1.325,00",,"-0,19%"
3461,30.03.2011,"1.328,30","1.321,90","1.331,70","1.321,90",,"0,67%"
3462,29.03.2011,"1.319,40","1.309,40","1.319,50","1.305,30",,"0,70%"
3463,28.03.2011,"1.310,20","1.315,50","1.319,70","1.310,20",,"-0,27%"
3464,25.03.2011,"1.313,80","1.311,80","1.319,20","1.310,20",,"0,31%"
3465,24.03.2011,"1.309,70","1.300,60","1.311,30","1.297,70",,"0,94%"
3466,23.03.2011,"1.297,50","1.292,20","1.300,50","1.284,00",,"0,29%"
3467,22.03.2011,"1.293,80","1.298,30","1.299,30","1.292,70",,"-0,35%"
3468,21.03.2011,"1.298,40","1.281,70","1.300,60","1.281,70",,"1,50%"
3469,18.03.2011,"1.279,20","1.276,70","1.288,90","1.276,20",,"0,43%"
3470,17.03.2011,"1.273,70","1.261,60","1.278,90","1.261,60",,"1,34%"
3471,16.03.2011,"1.256,90","1.279,50","1.280,90","1.249,00",,"-1,95%"
3472,15.03.2011,"1.281,90","1.288,50","1.288,50","1.261,10",,"-1,12%"
3473,14.03.2011,"1.296,40","1.301,20","1.301,20","1.286,40",,"-0,61%"
3474,11.03.2011,"1.304,30","1.293,40","1.308,30","1.292,00",,"0,71%"
3475,10.03.2011,"1.295,10","1.315,70","1.315,70","1.294,20",,"-1,89%"
3476,09.03.2011,"1.320,00","1.319,90","1.323,20","1.312,30",,"-0,14%"
3477,08.03.2011,"1.321,80","1.311,00","1.325,70","1.306,90",,"0,89%"
3478,07.03.2011,"1.310,10","1.322,70","1.327,70","1.304,00",,"-0,84%"
3479,04.03.2011,"1.321,20","1.330,70","1.331,10","1.312,60",,"-0,74%"
3480,03.03.2011,"1.331,00","1.312,40","1.332,30","1.312,40",,"1,73%"
3481,02.03.2011,"1.308,40","1.305,50","1.314,20","1.302,60",,"0,16%"
3482,01.03.2011,"1.306,30","1.328,60","1.332,10","1.306,10",,"-1,57%"
3483,28.02.2011,"1.327,20","1.321,60","1.329,40","1.320,50",,"0,55%"
3484,25.02.2011,"1.319,90","1.307,30","1.320,60","1.307,30",,"1,06%"
3485,24.02.2011,"1.306,10","1.307,10","1.310,90","1.294,30",,"-0,10%"
3486,23.02.2011,"1.307,40","1.315,40","1.317,90","1.299,50",,"-0,61%"
3487,22.02.2011,"1.315,40","1.338,90","1.338,90","1.312,30",,"-2,06%"
3488,18.02.2011,"1.343,00","1.340,40","1.344,10","1.338,10",,"0,19%"
3489,17.02.2011,"1.340,40","1.334,40","1.341,50","1.331,00",,"0,31%"
3490,16.02.2011,"1.336,30","1.329,50","1.337,60","1.329,50",,"0,63%"
3491,15.02.2011,"1.328,00","1.330,40","1.330,40","1.324,60",,"-0,32%"
3492,14.02.2011,"1.332,30","1.328,70","1.333,00","1.326,90",,"0,23%"
3493,11.02.2011,"1.329,20","1.318,70","1.330,80","1.316,10",,"0,55%"
3494,10.02.2011,"1.321,90","1.318,10","1.322,80","1.311,70",,"0,08%"
3495,09.02.2011,"1.320,90","1.322,50","1.324,50","1.314,90",,"-0,28%"
3496,08.02.2011,"1.324,60","1.318,80","1.324,90","1.316,00",,"0,42%"
3497,07.02.2011,"1.319,00","1.311,80","1.322,80","1.311,80",,"0,62%"
3498,04.02.2011,"1.310,90","1.307,00","1.311,00","1.301,70",,"0,29%"
3499,03.02.2011,"1.307,10","1.302,80","1.308,60","1.294,80",,"0,24%"
3500,02.02.2011,"1.304,00","1.305,90","1.307,60","1.302,60",,"-0,28%"
3501,01.02.2011,"1.307,60","1.289,10","1.308,90","1.289,10",,"1,67%"
3502,31.01.2011,"1.286,10","1.276,50","1.287,20","1.276,50",,"0,77%"
3503,28.01.2011,"1.276,30","1.299,60","1.302,70","1.275,10",,"-1,79%"
3504,27.01.2011,"1.299,50","1.297,50","1.301,30","1.294,40",,"0,22%"
3505,26.01.2011,"1.296,60","1.292,00","1.299,70","1.292,00",,"0,42%"
3506,25.01.2011,"1.291,20","1.288,20","1.291,30","1.281,10",,"0,03%"
3507,24.01.2011,"1.290,80","1.283,30","1.291,90","1.282,50",,"0,58%"
3508,21.01.2011,"1.283,30","1.283,60","1.291,20","1.282,10",,"0,23%"
3509,20.01.2011,"1.280,30","1.280,80","1.283,30","1.271,30",,"-0,12%"
3510,19.01.2011,"1.281,90","1.294,50","1.294,60","1.278,90",,"-1,01%"
3511,18.01.2011,"1.295,00","1.293,20","1.296,10","1.290,20",,"0,14%"
3512,14.01.2011,"1.293,20","1.282,90","1.293,20","1.281,20",,"0,73%"
3513,13.01.2011,"1.283,80","1.285,80","1.286,70","1.280,50",,"-0,17%"
3514,12.01.2011,"1.286,00","1.275,70","1.286,90","1.275,70",,"0,90%"
3515,11.01.2011,"1.274,50","1.272,60","1.277,20","1.269,60",,"0,37%"
3516,10.01.2011,"1.269,80","1.270,80","1.271,50","1.262,20",,"-0,13%"
3517,07.01.2011,"1.271,50","1.274,40","1.276,80","1.261,70",,"-0,18%"
3518,06.01.2011,"1.273,80","1.276,30","1.278,20","1.270,40",,"-0,22%"
3519,05.01.2011,"1.276,60","1.268,80","1.277,60","1.265,40",,"0,50%"
3520,04.01.2011,"1.270,20","1.273,00","1.274,10","1.262,70",,"-0,13%"
3521,03.01.2011,"1.271,90","1.257,60","1.276,20","1.257,60",,"1,14%"
3522,31.12.2010,"1.257,60","1.256,80","1.259,30","1.254,20",,"-0,02%"
3523,30.12.2010,"1.257,90","1.259,40","1.261,10","1.256,30",,"-0,15%"
3524,29.12.2010,"1.259,80","1.258,80","1.262,60","1.258,80",,"0,10%"
3525,28.12.2010,"1.258,50","1.259,10","1.259,90","1.256,20",,"0,08%"
3526,27.12.2010,"1.257,50","1.254,70","1.258,40","1.251,50",,"0,06%"
3527,23.12.2010,"1.256,80","1.257,50","1.258,60","1.254,00",,"-0,16%"
3528,22.12.2010,"1.258,80","1.254,90","1.259,40","1.254,90",,"0,33%"
3529,21.12.2010,"1.254,60","1.249,40","1.255,80","1.249,40",,"0,60%"
3530,20.12.2010,"1.247,10","1.245,80","1.250,20","1.241,50",,"0,26%"
3531,17.12.2010,"1.243,90","1.243,60","1.245,80","1.239,90",,"0,08%"
3532,16.12.2010,"1.242,90","1.236,30","1.243,80","1.232,80",,"0,62%"
3533,15.12.2010,"1.235,20","1.241,60","1.244,20","1.234,00",,"-0,52%"
3534,14.12.2010,"1.241,60","1.241,80","1.246,60","1.238,20",,"0,09%"
3535,13.12.2010,"1.240,50","1.242,50","1.246,70","1.240,30",,"0,01%"
3536,10.12.2010,"1.240,40","1.233,80","1.240,40","1.232,60",,"0,60%"
3537,09.12.2010,"1.233,00","1.230,10","1.234,70","1.226,80",,"0,38%"
3538,08.12.2010,"1.228,30","1.225,00","1.228,90","1.219,50",,"0,37%"
3539,07.12.2010,"1.223,80","1.227,20","1.235,00","1.223,20",,"0,06%"
3540,06.12.2010,"1.223,10","1.223,90","1.225,80","1.220,70",,"-0,13%"
3541,03.12.2010,"1.224,70","1.219,90","1.225,60","1.216,80",,"0,26%"
3542,02.12.2010,"1.221,50","1.206,80","1.221,90","1.206,80",,"1,28%"
3543,01.12.2010,"1.206,10","1.186,60","1.207,60","1.186,60",,"2,17%"
3544,30.11.2010,"1.180,50","1.183,00","1.187,40","1.174,10",,"-0,61%"
3545,29.11.2010,"1.187,80","1.189,10","1.190,30","1.173,60",,"-0,13%"
3546,26.11.2010,"1.189,40","1.194,20","1.194,20","1.186,90",,"-0,74%"
3547,24.11.2010,"1.198,30","1.183,70","1.198,60","1.183,70",,"1,49%"
3548,23.11.2010,"1.180,70","1.192,50","1.192,50","1.176,90",,"-1,43%"
3549,22.11.2010,"1.197,80","1.198,10","1.198,90","1.184,60",,"-0,16%"
3550,19.11.2010,"1.199,70","1.196,10","1.200,00","1.189,40",,"0,25%"
3551,18.11.2010,"1.196,70","1.183,80","1.200,30","1.183,80",,"1,54%"
3552,17.11.2010,"1.178,60","1.178,30","1.183,60","1.175,80",,"0,03%"
3553,16.11.2010,"1.178,30","1.194,80","1.194,80","1.173,00",,"-1,63%"
3554,15.11.2010,"1.197,80","1.200,40","1.207,40","1.197,20",,"-0,12%"
3555,12.11.2010,"1.199,20","1.209,10","1.210,50","1.194,10",,"-1,18%"
3556,11.11.2010,"1.213,50","1.213,00","1.215,50","1.204,50",,"-0,43%"
3557,10.11.2010,"1.218,70","1.213,10","1.218,80","1.204,30",,"0,44%"
3558,09.11.2010,"1.213,40","1.223,60","1.226,80","1.208,90",,"-0,80%"
3559,08.11.2010,"1.223,20","1.223,20","1.224,60","1.217,50",,"-0,21%"
3560,05.11.2010,"1.225,80","1.221,20","1.227,10","1.220,30",,"0,38%"
3561,04.11.2010,"1.221,10","1.198,30","1.221,20","1.198,30",,"1,93%"
3562,03.11.2010,"1.198,00","1.193,80","1.198,30","1.183,60",,"0,37%"
3563,02.11.2010,"1.193,60","1.187,90","1.195,90","1.187,90",,"0,78%"
3564,01.11.2010,"1.184,40","1.185,70","1.195,80","1.177,70",,"0,09%"
3565,29.10.2010,"1.183,30","1.183,90","1.185,50","1.179,70",,"-0,04%"
3566,28.10.2010,"1.183,80","1.184,50","1.189,50","1.177,10",,"0,11%"
3567,27.10.2010,"1.182,50","1.183,80","1.183,80","1.171,70",,"-0,26%"
3568,26.10.2010,"1.185,60","1.184,90","1.187,10","1.177,70",,"0,00%"
3569,25.10.2010,"1.185,60","1.184,70","1.196,10","1.184,70",,"0,21%"
3570,22.10.2010,"1.183,10","1.180,50","1.183,90","1.179,00",,"0,24%"
3571,21.10.2010,"1.180,30","1.179,80","1.189,40","1.171,20",,"0,18%"
3572,20.10.2010,"1.178,20","1.166,70","1.182,90","1.166,70",,"1,05%"
3573,19.10.2010,"1.165,90","1.178,60","1.178,60","1.159,70",,"-1,59%"
3574,18.10.2010,"1.184,70","1.176,80","1.185,50","1.174,50",,"0,72%"
3575,15.10.2010,"1.176,20","1.177,50","1.181,20","1.167,10",,"0,20%"
3576,14.10.2010,"1.173,80","1.177,80","1.178,90","1.166,70",,"-0,36%"
3577,13.10.2010,"1.178,10","1.171,30","1.184,40","1.171,30",,"0,71%"
3578,12.10.2010,"1.169,80","1.164,30","1.172,60","1.155,70",,"0,39%"
3579,11.10.2010,"1.165,30","1.165,30","1.168,70","1.162,00",,"0,01%"
3580,08.10.2010,"1.165,20","1.158,40","1.167,70","1.155,60",,"0,61%"
3581,07.10.2010,"1.158,10","1.161,60","1.163,90","1.151,40",,"-0,16%"
3582,06.10.2010,"1.160,00","1.159,80","1.162,30","1.154,80",,"-0,07%"
3583,05.10.2010,"1.160,80","1.140,70","1.162,80","1.140,70",,"2,09%"
3584,04.10.2010,"1.137,00","1.145,00","1.148,20","1.131,90",,"-0,80%"
3585,01.10.2010,"1.146,20","1.143,50","1.150,30","1.139,40",,"0,44%"
3586,30.09.2010,"1.141,20","1.146,00","1.157,20","1.136,10",,"-0,31%"
3587,29.09.2010,"1.144,70","1.146,80","1.148,60","1.140,30",,"-0,26%"
3588,28.09.2010,"1.147,70","1.142,30","1.150,00","1.132,10",,"0,48%"
3589,27.09.2010,"1.142,20","1.148,60","1.149,90","1.142,00",,"-0,57%"
3590,24.09.2010,"1.148,70","1.131,70","1.148,90","1.131,70",,"2,12%"
3591,23.09.2010,"1.124,80","1.131,10","1.136,80","1.122,80",,"-0,84%"
3592,22.09.2010,"1.134,30","1.139,50","1.144,40","1.131,60",,"-0,48%"
3593,21.09.2010,"1.139,80","1.142,80","1.148,60","1.136,20",,"-0,25%"
3594,20.09.2010,"1.142,70","1.126,60","1.144,90","1.126,60",,"1,52%"
3595,17.09.2010,"1.125,60","1.126,40","1.131,50","1.122,40",,"0,08%"
3596,16.09.2010,"1.124,70","1.123,90","1.125,40","1.118,90",,"-0,04%"
3597,15.09.2010,"1.125,10","1.119,40","1.126,50","1.114,60",,"0,36%"
3598,14.09.2010,"1.121,10","1.121,20","1.127,40","1.115,60",,"-0,07%"
3599,13.09.2010,"1.121,90","1.113,40","1.123,90","1.113,40",,"1,12%"
3600,10.09.2010,"1.109,50","1.104,60","1.110,90","1.103,90",,"0,48%"
3601,09.09.2010,"1.104,20","1.101,20","1.110,30","1.101,20",,"0,48%"
3602,08.09.2010,"1.098,90","1.092,40","1.103,30","1.092,40",,"0,65%"
3603,07.09.2010,"1.091,80","1.102,60","1.102,60","1.091,20",,"-1,15%"
3604,03.09.2010,"1.104,50","1.093,60","1.105,10","1.093,60",,"1,32%"
3605,02.09.2010,"1.090,10","1.080,70","1.090,10","1.080,40",,"0,91%"
3606,01.09.2010,"1.080,30","1.049,70","1.081,30","1.049,70",,"2,95%"
3607,31.08.2010,"1.049,30","1.046,90","1.055,10","1.040,90",,"0,04%"
3608,30.08.2010,"1.048,90","1.062,90","1.064,40","1.048,80",,"-1,47%"
3609,27.08.2010,"1.064,60","1.049,30","1.065,20","1.039,70",,"1,66%"
3610,26.08.2010,"1.047,20","1.056,30","1.061,50","1.045,40",,"-0,77%"
3611,25.08.2010,"1.055,30","1.049,00","1.059,40","1.039,80",,"0,32%"
3612,24.08.2010,"1.051,90","1.063,20","1.063,20","1.046,70",,"-1,45%"
3613,23.08.2010,"1.067,40","1.073,40","1.081,60","1.067,10",,"-0,40%"
3614,20.08.2010,"1.071,70","1.075,60","1.075,60","1.063,90",,"-0,36%"
3615,19.08.2010,"1.075,60","1.092,40","1.092,40","1.070,70",,"-1,70%"
3616,18.08.2010,"1.094,20","1.092,10","1.099,80","1.085,80",,"0,16%"
3617,17.08.2010,"1.092,50","1.081,20","1.100,10","1.081,20",,"1,21%"
3618,16.08.2010,"1.079,40","1.077,50","1.082,60","1.069,50",,"0,02%"
3619,13.08.2010,"1.079,20","1.082,20","1.086,20","1.079,00",,"-0,41%"
3620,12.08.2010,"1.083,60","1.081,50","1.086,70","1.076,70",,"-0,54%"
3621,11.08.2010,"1.089,50","1.116,90","1.116,90","1.088,50",,"-2,82%"
3622,10.08.2010,"1.121,10","1.122,90","1.127,20","1.111,60",,"-0,59%"
3623,09.08.2010,"1.127,80","1.122,80","1.129,20","1.120,90",,"0,55%"
3624,06.08.2010,"1.121,60","1.122,10","1.123,10","1.107,20",,"-0,37%"
3625,05.08.2010,"1.125,80","1.125,80","1.126,60","1.118,80",,"-0,12%"
3626,04.08.2010,"1.127,20","1.121,10","1.128,80","1.119,50",,"0,60%"
3627,03.08.2010,"1.120,50","1.125,30","1.125,40","1.116,80",,"-0,48%"
3628,02.08.2010,"1.125,90","1.107,50","1.127,30","1.107,50",,"2,21%"
3629,30.07.2010,"1.101,60","1.098,40","1.106,40","1.088,00",,"0,01%"
3630,29.07.2010,"1.101,50","1.108,10","1.115,90","1.092,80",,"-0,42%"
3631,28.07.2010,"1.106,10","1.112,80","1.114,70","1.103,10",,"-0,69%"
3632,27.07.2010,"1.113,80","1.117,40","1.121,00","1.109,80",,"-0,11%"
3633,26.07.2010,"1.115,00","1.102,90","1.115,00","1.101,30",,"1,12%"
3634,23.07.2010,"1.102,70","1.092,20","1.103,70","1.087,90",,"0,82%"
3635,22.07.2010,"1.093,70","1.072,10","1.097,50","1.072,10",,"2,25%"
3636,21.07.2010,"1.069,60","1.086,70","1.089,00","1.065,20",,"-1,28%"
3637,20.07.2010,"1.083,50","1.064,50","1.083,90","1.056,90",,"1,15%"
3638,19.07.2010,"1.071,20","1.066,80","1.074,70","1.061,10",,"0,59%"
3639,16.07.2010,"1.064,90","1.093,80","1.093,80","1.063,30",,"-2,88%"
3640,15.07.2010,"1.096,50","1.094,50","1.098,70","1.080,50",,"0,12%"
3641,14.07.2010,"1.095,20","1.095,60","1.099,10","1.087,70",,"-0,01%"
3642,13.07.2010,"1.095,30","1.080,70","1.099,50","1.080,70",,"1,53%"
3643,12.07.2010,"1.078,80","1.077,20","1.080,80","1.070,50",,"0,07%"
3644,09.07.2010,"1.078,00","1.070,50","1.078,20","1.068,10",,"0,73%"
3645,08.07.2010,"1.070,20","1.062,90","1.071,20","1.058,20",,"0,93%"
3646,07.07.2010,"1.060,30","1.028,50","1.060,90","1.028,50",,"3,13%"
3647,06.07.2010,"1.028,10","1.028,10","1.042,50","1.018,40",,"0,54%"
3648,02.07.2010,"1.022,60","1.027,70","1.033,00","1.015,90",,"-0,47%"
3649,01.07.2010,"1.027,40","1.031,10","1.033,60","1.010,90",,"-0,32%"
3650,30.06.2010,"1.030,70","1.040,60","1.048,10","1.028,30",,"-1,01%"
3651,29.06.2010,"1.041,20","1.071,10","1.071,10","1.035,20",,"-3,11%"
3652,28.06.2010,"1.074,60","1.077,50","1.082,60","1.071,50",,"-0,20%"
3653,25.06.2010,"1.076,80","1.075,10","1.083,60","1.067,90",,"0,29%"
3654,24.06.2010,"1.073,70","1.090,90","1.090,90","1.071,60",,"-1,68%"
3655,23.06.2010,"1.092,00","1.095,60","1.099,60","1.085,30",,"-0,30%"
3656,22.06.2010,"1.095,30","1.113,90","1.118,50","1.094,20",,"-1,61%"
3657,21.06.2010,"1.113,20","1.122,80","1.131,20","1.108,20",,"-0,38%"
3658,18.06.2010,"1.117,50","1.116,20","1.121,00","1.113,90",,"0,13%"
3659,17.06.2010,"1.116,00","1.116,00","1.117,70","1.105,90",,"0,13%"
3660,16.06.2010,"1.114,60","1.114,00","1.118,70","1.107,10",,"-0,05%"
3661,15.06.2010,"1.115,20","1.091,20","1.115,60","1.091,20",,"2,35%"
3662,14.06.2010,"1.089,60","1.095,00","1.105,90","1.089,00",,"-0,18%"
3663,11.06.2010,"1.091,60","1.082,70","1.092,20","1.077,10",,"0,44%"
3664,10.06.2010,"1.086,80","1.058,80","1.087,80","1.058,80",,"2,95%"
3665,09.06.2010,"1.055,70","1.062,80","1.077,70","1.052,20",,"-0,59%"
3666,08.06.2010,"1.062,00","1.050,80","1.063,20","1.042,20",,"1,09%"
3667,07.06.2010,"1.050,50","1.065,80","1.071,40","1.049,90",,"-1,35%"
3668,04.06.2010,"1.064,90","1.098,40","1.098,40","1.060,50",,"-3,44%"
3669,03.06.2010,"1.102,80","1.098,80","1.105,70","1.091,80",,"0,40%"
3670,02.06.2010,"1.098,40","1.073,00","1.098,60","1.072,00",,"2,59%"
3671,01.06.2010,"1.070,70","1.087,30","1.094,80","1.069,90",,"-1,72%"
3672,28.05.2010,"1.089,40","1.102,60","1.102,60","1.084,80",,"-1,24%"
3673,27.05.2010,"1.103,10","1.074,30","1.103,50","1.074,30",,"3,29%"
3674,26.05.2010,"1.068,00","1.075,50","1.090,80","1.065,60",,"-0,56%"
3675,25.05.2010,"1.074,00","1.067,40","1.074,80","1.040,80",,"0,03%"
3676,24.05.2010,"1.073,70","1.084,80","1.090,00","1.072,70",,"-1,29%"
3677,21.05.2010,"1.087,70","1.067,30","1.090,20","1.055,90",,"1,50%"
3678,20.05.2010,"1.071,60","1.107,30","1.107,30","1.071,60",,"-3,89%"
3679,19.05.2010,"1.115,00","1.119,60","1.124,30","1.100,70",,"-0,52%"
3680,18.05.2010,"1.120,80","1.138,80","1.148,70","1.117,20",,"-1,42%"
3681,17.05.2010,"1.136,90","1.136,50","1.141,90","1.115,00",,"0,11%"
3682,14.05.2010,"1.135,70","1.157,20","1.157,20","1.126,10",,"-1,87%"
3683,13.05.2010,"1.157,40","1.170,00","1.173,60","1.156,10",,"-1,22%"
3684,12.05.2010,"1.171,70","1.155,40","1.172,90","1.155,40",,"1,38%"
3685,11.05.2010,"1.155,80","1.156,40","1.170,50","1.147,70",,"-0,34%"
3686,10.05.2010,"1.159,70","1.122,30","1.163,80","1.122,30",,"4,39%"
3687,07.05.2010,"1.110,90","1.127,00","1.135,10","1.094,20",,"-1,53%"
3688,06.05.2010,"1.128,20","1.164,40","1.167,60","1.065,80",,"-3,23%"
3689,05.05.2010,"1.165,90","1.169,20","1.176,00","1.158,20",,"-0,66%"
3690,04.05.2010,"1.173,60","1.197,50","1.197,50","1.168,10",,"-2,39%"
3691,03.05.2010,"1.202,30","1.188,60","1.205,10","1.188,60",,"1,31%"
3692,30.04.2010,"1.186,70","1.206,80","1.208,00","1.186,30",,"-1,67%"
3693,29.04.2010,"1.206,80","1.193,30","1.209,40","1.193,30",,"1,29%"
3694,28.04.2010,"1.191,40","1.184,60","1.195,00","1.181,80",,"0,65%"
3695,27.04.2010,"1.183,70","1.209,90","1.211,40","1.181,60",,"-2,33%"
3696,26.04.2010,"1.212,00","1.217,10","1.219,80","1.211,10",,"-0,44%"
3697,23.04.2010,"1.217,30","1.207,90","1.217,30","1.205,10",,"0,71%"
3698,22.04.2010,"1.208,70","1.202,50","1.210,30","1.190,20",,"0,23%"
3699,21.04.2010,"1.205,90","1.207,20","1.211,00","1.198,80",,"-0,11%"
3700,20.04.2010,"1.207,20","1.199,00","1.208,60","1.199,00",,"0,81%"
3701,19.04.2010,"1.197,50","1.192,10","1.197,90","1.183,70",,"0,45%"
3702,16.04.2010,"1.192,10","1.210,20","1.210,20","1.186,80",,"-1,62%"
3703,15.04.2010,"1.211,70","1.210,80","1.213,90","1.208,50",,"0,08%"
3704,14.04.2010,"1.210,70","1.198,70","1.210,70","1.198,70",,"1,12%"
3705,13.04.2010,"1.197,30","1.195,90","1.199,00","1.188,80",,"0,07%"
3706,12.04.2010,"1.196,50","1.194,90","1.199,20","1.194,70",,"0,18%"
3707,09.04.2010,"1.194,40","1.187,50","1.194,70","1.187,20",,"0,67%"
3708,08.04.2010,"1.186,40","1.181,80","1.188,50","1.175,10",,"0,33%"
3709,07.04.2010,"1.182,50","1.188,20","1.189,60","1.177,20",,"-0,58%"
3710,06.04.2010,"1.189,40","1.186,00","1.191,80","1.182,80",,"0,17%"
3711,05.04.2010,"1.187,40","1.178,70","1.187,70","1.178,70",,"0,79%"
3712,01.04.2010,"1.178,10","1.171,20","1.181,40","1.170,70",,"0,74%"
3713,31.03.2010,"1.169,40","1.171,80","1.174,60","1.165,80",,"-0,33%"
3714,30.03.2010,"1.173,30","1.173,80","1.177,80","1.168,90",,"0,01%"
3715,29.03.2010,"1.173,20","1.167,70","1.174,80","1.167,70",,"0,57%"
3716,26.03.2010,"1.166,60","1.167,60","1.173,90","1.161,50",,"0,08%"
3717,25.03.2010,"1.165,70","1.170,00","1.180,70","1.165,10",,"-0,17%"
3718,24.03.2010,"1.167,70","1.172,70","1.173,00","1.166,00",,"-0,55%"
3719,23.03.2010,"1.174,20","1.166,50","1.174,70","1.163,80",,"0,72%"
3720,22.03.2010,"1.165,80","1.157,20","1.167,80","1.152,90",,"0,51%"
3721,19.03.2010,"1.159,90","1.166,70","1.169,20","1.155,30",,"-0,51%"
3722,18.03.2010,"1.165,80","1.166,10","1.167,80","1.161,20",,"-0,03%"
3723,17.03.2010,"1.166,20","1.159,90","1.169,80","1.159,90",,"0,58%"
3724,16.03.2010,"1.159,50","1.150,80","1.160,30","1.150,30",,"0,78%"
3725,15.03.2010,"1.150,50","1.148,50","1.151,00","1.141,50",,"0,04%"
3726,12.03.2010,"1.150,00","1.151,70","1.153,40","1.147,00",,"-0,02%"
3727,11.03.2010,"1.150,20","1.144,00","1.150,20","1.139,00",,"0,40%"
3728,10.03.2010,"1.145,60","1.140,20","1.148,30","1.140,10",,"0,45%"
3729,09.03.2010,"1.140,50","1.137,60","1.145,40","1.134,90",,"0,18%"
3730,08.03.2010,"1.138,50","1.138,40","1.141,00","1.136,80",,"-0,02%"
3731,05.03.2010,"1.138,70","1.125,10","1.139,40","1.125,10",,"1,40%"
3732,04.03.2010,"1.123,00","1.119,10","1.123,70","1.116,70",,"0,38%"
3733,03.03.2010,"1.118,80","1.119,40","1.125,60","1.116,60",,"0,04%"
3734,02.03.2010,"1.118,30","1.117,00","1.123,50","1.116,50",,"0,23%"
3735,01.03.2010,"1.115,70","1.105,40","1.116,10","1.105,40",,"1,01%"
3736,26.02.2010,"1.104,50","1.103,10","1.107,20","1.097,60",,"0,15%"
3737,25.02.2010,"1.102,90","1.101,20","1.103,50","1.086,00",,"-0,21%"
3738,24.02.2010,"1.105,20","1.095,90","1.106,40","1.095,50",,"0,97%"
3739,23.02.2010,"1.094,60","1.107,50","1.108,60","1.092,20",,"-1,21%"
3740,22.02.2010,"1.108,00","1.110,00","1.112,30","1.105,40",,"-0,11%"
3741,19.02.2010,"1.109,20","1.105,50","1.112,40","1.100,80",,"0,22%"
3742,18.02.2010,"1.106,80","1.099,00","1.108,20","1.097,50",,"0,66%"
3743,17.02.2010,"1.099,50","1.096,10","1.101,00","1.094,70",,"0,42%"
3744,16.02.2010,"1.094,90","1.079,10","1.095,70","1.079,10",,"1,80%"
3745,12.02.2010,"1.075,50","1.076,00","1.077,80","1.063,00",,"-0,28%"
3746,11.02.2010,"1.078,50","1.067,10","1.080,00","1.060,60",,"0,97%"
3747,10.02.2010,"1.068,10","1.069,70","1.073,70","1.059,30",,"-0,22%"
3748,09.02.2010,"1.070,50","1.060,10","1.079,30","1.060,10",,"1,31%"
3749,08.02.2010,"1.056,70","1.065,50","1.071,20","1.056,50",,"-0,89%"
3750,05.02.2010,"1.066,20","1.064,10","1.067,10","1.044,50",,"0,29%"
3751,04.02.2010,"1.063,10","1.097,20","1.097,20","1.062,80",,"-3,12%"
3752,03.02.2010,"1.097,30","1.100,70","1.102,70","1.094,00",,"-0,54%"
3753,02.02.2010,"1.103,30","1.090,00","1.104,70","1.088,00",,"1,29%"
3754,01.02.2010,"1.089,20","1.073,90","1.089,40","1.073,90",,"1,42%"
3755,29.01.2010,"1.073,90","1.087,60","1.096,50","1.071,60",,"-0,98%"
3756,28.01.2010,"1.084,50","1.096,90","1.100,20","1.078,50",,"-1,18%"
